training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.47,0.63,1.0,0.14,0.33,0.75,and(or(and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3) $TransactionVolume_USD_bin0) !$BlockSize_bin3) 
0.53,0.67,1.0,0.14,0.33,0.75,and(or(and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3) $TransactionVolume_USD_bin0) !$GoldPrice_bin6) 
0.47,0.63,1.0,0.14,0.33,0.75,and(or(and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3) $TransactionVolume_USD_bin0) !$TransactionPerDay_bin4) 
0.47,0.63,1.0,0.09,0.33,1.0,and(or(and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3) $TransactionVolume_USD_bin0) !$TransactionFee_bin5) 
0.47,0.63,1.0,0.14,0.33,0.75,or(and(!$BlockSize_bin3 $TransactionVolume_USD_bin0) and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3)) 
0.53,0.67,1.0,0.14,0.33,0.75,or(and(!$GoldPrice_bin6 $TransactionVolume_USD_bin0) and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3)) 
0.47,0.63,1.0,0.14,0.33,0.75,or(and(!$HashRate_bin0 $TransactionVolume_USD_bin0) and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3)) 
0.47,0.63,1.0,0.14,0.33,0.75,or(and(!$MempoolCount_bin3 $TransactionVolume_USD_bin0) and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3)) 
0.47,0.63,1.0,0.14,0.33,0.75,or(and(!$MempoolSize_bin3 $TransactionVolume_USD_bin0) and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3)) 
0.47,0.63,1.0,0.14,0.33,0.75,or(and(!$TransactionPerDay_bin4 $TransactionVolume_USD_bin0) and(!$TransactionFee_bin6 $TransactionVolume_USD_bin3)) 
