training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.46,0.59,0.92,0.64,0.4,0.41,and(!$GTrends_bin1 !$HashRate_bin4 !$TransactionVolume_USD_bin1) 
0.45,0.59,0.93,0.5,0.53,0.5,and(!$GTrends_bin1 !$HashRate_bin4 !$HashRate_bin8 !$TransactionVolume_USD_bin1) 
0.52,0.62,0.89,0.64,0.4,0.41,and(!$GTrends_bin1 !$HashRate_bin4) 
0.51,0.61,0.89,0.64,0.4,0.41,and(!$GTrends_bin1 !$TransactionVolume_USD_bin1) 
0.58,0.64,0.86,0.64,0.4,0.41,!$GTrends_bin1 
0.46,0.59,0.9,0.64,0.4,0.41,and(!$GTrends_bin1 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2) 
0.4,0.55,0.92,0.64,0.4,0.41,and(!$BlockSize_bin0 !$GTrends_bin1 !$HashRate_bin4 !$TransactionVolume_USD_bin1) 
0.48,0.6,0.92,0.71,0.43,0.43,or(and(!$GTrends_bin1 !$HashRate_bin4 !$TransactionVolume_USD_bin1) $TransactionVolume_USD_bin5) 
0.48,0.6,0.92,0.71,0.43,0.43,and(or(and(!$GTrends_bin1 !$HashRate_bin4) $TransactionVolume_USD_bin5) !$TransactionVolume_USD_bin1) 
0.45,0.58,0.9,0.64,0.4,0.41,and(!$BlockSize_bin0 !$GTrends_bin1 !$TransactionVolume_USD_bin1) 
