training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.49,0.69,0.81,0.86,0.5,0.48,or(and($GoldPrice_bin3 $TransactionFee_bin0) $MarketCap_bin0) 
0.49,0.69,0.81,0.86,0.5,0.48,or(and($GoldPrice_bin3 !$TransactionFee_bin1) $MarketCap_bin0) 
0.49,0.69,0.81,0.86,0.5,0.48,or(and(!$BlockSize_bin4 $GoldPrice_bin3 $TransactionFee_bin0) $MarketCap_bin0) 
0.49,0.69,0.81,0.86,0.5,0.48,or(and(!$BlockSize_bin4 $GoldPrice_bin3 !$TransactionFee_bin1) $MarketCap_bin0) 
0.49,0.69,0.81,0.86,0.5,0.48,or(and(!$GoldPrice_bin1 $GoldPrice_bin3 $TransactionFee_bin0) $MarketCap_bin0) 
0.49,0.69,0.81,0.86,0.5,0.48,or(and(!$GoldPrice_bin1 $GoldPrice_bin3 !$TransactionFee_bin1) $MarketCap_bin0) 
0.49,0.69,0.81,0.86,0.5,0.48,or(and(!$GoldPrice_bin2 $GoldPrice_bin3 !$TransactionFee_bin1) $MarketCap_bin0) 
0.49,0.69,0.81,0.86,0.5,0.48,or(and($GoldPrice_bin3 !$GoldPrice_bin4 $TransactionFee_bin0) $MarketCap_bin0) 
0.49,0.69,0.81,0.86,0.5,0.48,or(and($GoldPrice_bin3 !$GoldPrice_bin4 !$TransactionFee_bin1) $MarketCap_bin0) 
0.49,0.69,0.81,0.86,0.5,0.48,or(and($GoldPrice_bin3 !$HashRate_bin0 !$TransactionFee_bin1) $MarketCap_bin0) 
