training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.4,0.58,0.77,0.33,0.43,0.7,and(!$TransactionFee_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin6) 
0.41,0.59,0.79,0.33,0.47,0.78,or(and(!$MempoolSize_bin2 !$TransactionFee_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) $TransactionVolume_USD_bin3) 
0.41,0.59,0.79,0.29,0.43,0.75,and(or(and(!$TransactionFee_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) $TransactionVolume_USD_bin3) !$MempoolSize_bin2) 
0.43,0.62,0.83,0.24,0.4,0.71,and(or(and(!$TransactionFee_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin6) $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolSize_bin2) 
0.43,0.62,0.83,0.29,0.43,0.75,or(and(or(!$TransactionFee_bin5 $TransactionVolume_USD_bin0) !$MempoolSize_bin2 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin6) $TransactionVolume_USD_bin3) 
0.4,0.57,0.75,0.38,0.47,0.73,and(!$TransactionFee_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.42,0.59,0.78,0.33,0.43,0.7,and(or(!$TransactionFee_bin5 $TransactionVolume_USD_bin0) !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin6) 
0.42,0.59,0.78,0.33,0.43,0.7,or(and(!$TransactionFee_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin6) $TransactionVolume_USD_bin0) 
0.42,0.59,0.78,0.33,0.43,0.7,and(or(and(!$TransactionFee_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin4) 
0.43,0.6,0.8,0.33,0.47,0.78,or(and(or(!$TransactionFee_bin5 $TransactionVolume_USD_bin0) !$MempoolSize_bin2 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) $TransactionVolume_USD_bin3) 
