training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.43,0.62,0.73,0.79,0.47,0.46,or(and(!$MinningDifficulty_bin4 !$TransactionPerDay_bin0 !$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) $TransactionPerDay_bin6) 
0.47,0.62,0.7,0.79,0.47,0.46,and(or(and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) $TransactionPerDay_bin6) !$MinningDifficulty_bin4) 
0.54,0.66,0.74,0.79,0.47,0.46,or(and(!$MinningDifficulty_bin4 !$TransactionPerDay_bin0 !$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) $BlockSize_bin2 $TransactionPerDay_bin6) 
0.41,0.58,0.66,0.79,0.47,0.46,and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) 
0.43,0.61,0.71,0.71,0.43,0.43,and(or(and(!$MinningDifficulty_bin4 !$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) $TransactionPerDay_bin6) !$MempoolCount_bin8) 
0.51,0.62,0.69,0.79,0.47,0.46,or(and(!$MinningDifficulty_bin4 !$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) $TransactionPerDay_bin6) 
0.41,0.61,0.72,0.71,0.47,0.45,and(or(and(!$MempoolCount_bin0 !$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) $TransactionPerDay_bin6) !$MempoolCount_bin8) 
0.41,0.61,0.72,0.71,0.43,0.43,and(or(and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) $TransactionPerDay_bin6) !$MempoolCount_bin8 !$MinningDifficulty_bin4) 
0.45,0.61,0.69,0.71,0.43,0.43,and(or(and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) $TransactionPerDay_bin6) !$MempoolCount_bin8) 
0.45,0.61,0.69,0.71,0.43,0.43,and(or(and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin3 !$TransactionFee_bin1) $TransactionPerDay_bin6) !$MempoolSize_bin8) 
