training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.91,0.96,1.0,0.93,0.6,0.56,or(and(!$BlockSize_bin7 !$MempoolCount_bin6 !$MempoolSize_bin3 !$MempoolSize_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) $MarketCap_bin0 $TransactionFee_bin1) 
0.91,0.96,1.0,0.87,0.6,0.57,and(or(and(!$BlockSize_bin7 !$MempoolCount_bin6 !$MempoolSize_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) $MarketCap_bin0 $TransactionFee_bin1) !$MempoolCount_bin5) 
0.64,0.84,1.0,0.73,0.6,0.58,or(and(!$MempoolCount_bin6 !$MempoolSize_bin3 !$MempoolSize_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) $TransactionFee_bin1) 
0.64,0.84,1.0,0.67,0.57,0.56,and(or(and(!$MempoolCount_bin6 !$MempoolSize_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) $TransactionFee_bin1) !$MempoolCount_bin5) 
0.64,0.8,0.88,0.8,0.63,0.6,and(!$MempoolCount_bin5 !$MempoolSize_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) 
0.64,0.8,0.88,0.67,0.5,0.5,and(!$MempoolCount_bin6 !$MempoolSize_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) 
0.64,0.8,0.88,0.8,0.63,0.6,and(!$MempoolSize_bin3 !$MempoolSize_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) 
0.64,0.84,1.0,0.87,0.6,0.57,or(and(or(!$MarketCap_bin1 !$MempoolSize_bin3) !$HashRate_bin1 !$MempoolCount_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) $TransactionFee_bin1) 
0.64,0.84,1.0,0.73,0.57,0.55,or(and(or(!$MarketCap_bin1 !$MempoolSize_bin3) !$MempoolCount_bin5 !$MempoolCount_bin6 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) $TransactionFee_bin1) 
0.64,0.84,1.0,0.8,0.57,0.55,and(or(and(or(!$MarketCap_bin1 !$MempoolSize_bin3) !$HashRate_bin1 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) $TransactionFee_bin1) !$MempoolCount_bin5) 
