training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.63,0.79,0.0,0.27,-1.0,and(or(and($MarketCap_bin0 $HashRate_bin2) $BlockSize_bin3 !$GoldPrice_bin1) !$MarketCap_bin2) 
0.43,0.6,0.75,0.36,0.47,0.8,and(or($MarketCap_bin0 $MempoolCount_bin8) !$HashRate_bin3 !$MinningDifficulty_bin0) 
0.43,0.6,0.75,0.36,0.47,0.8,and(or(and($MarketCap_bin0 !$MinningDifficulty_bin0) $MempoolCount_bin8) !$HashRate_bin3) 
0.45,0.63,0.79,0.0,0.27,-1.0,and(or(and($MarketCap_bin0 $HashRate_bin2 !$TransactionVolume_USD_bin4) $BlockSize_bin3 !$GoldPrice_bin1) !$MarketCap_bin2) 
0.45,0.63,0.79,0.0,0.27,-1.0,and(or(and($MarketCap_bin0 $HashRate_bin2 !$TransactionVolume_USD_bin5) $BlockSize_bin3 !$GoldPrice_bin1) !$MarketCap_bin2) 
0.44,0.6,0.75,0.36,0.47,0.8,and(or(and($MarketCap_bin0 !$HashRate_bin3) $MempoolCount_bin8) !$MinningDifficulty_bin0) 
0.47,0.61,0.73,0.0,0.27,-1.0,and(or($MarketCap_bin0 $MinningDifficulty_bin5) !$HashRate_bin3 !$MempoolSize_bin3) 
0.44,0.6,0.73,0.05,0.3,1.0,and(or($MarketCap_bin0 $BlockSize_bin3) !$HashRate_bin3 !$MempoolCount_bin3) 
0.44,0.6,0.73,0.05,0.3,1.0,and(or($MarketCap_bin0 $BlockSize_bin3) !$HashRate_bin3 !$MempoolSize_bin3) 
0.44,0.6,0.73,0.09,0.33,1.0,and(or($MarketCap_bin0 $TransactionVolume_USD_bin1) !$HashRate_bin3 !$MinningDifficulty_bin0) 
