Date,Price,MarketCap,BlockSize,GoldPrice,GTrends,HashRate,MempoolCount,MempoolSize,MinningDifficulty,TransactionPerDay,TransactionFee,TransactionVolume_USD
2018-06-04,7514.47,128312205314,796502,1349.4,54,34898238.8104,17188059.5,17188059.5,4306950000000,167361,15.3074038,4993169920
2018-06-05,7633.76,130365918088,1053916,1354.1,52,39180231.3025,15076096.0,15076096.0,4306950000000,205707,20.71075272,4961739776
2018-06-06,7653.98,130725095161,848463,1353.5,52,42980660.1034,18677347.0,18677347.0,4940700000000,214417,18.52827963,4692259840
2018-06-07,7678.24,131153169176,992415,1354.4,52,36103754.4869,49672714.5,49672714.5,4940700000000,207308,19.4579716,4485799936
2018-06-08,7624.92,130256218613,1082316,1354.4,49,35121339.3988,5692016.0,5692016.0,4940700000000,207478,20.6699365,4227579904
2018-06-09,7531.98,128682085689,869963,1355.5,44,35612546.9429,413433.0,413433.0,4940700000000,197826,17.89042019,3845220096
2018-06-10,6786.02,115948312827,646598,1355.5,64,35121339.3988,154024.5,154024.5,4940700000000,176165,18.7073671,5804839936
2018-06-11,6906.92,118025877189,753631,1355.5,82,31191679.0465,229005.5,229005.5,4940700000000,178199,16.7009531,4745269760
2018-06-12,6582.36,112491874164,793455,1351.8,68,34384528.0828,8211116.25,8211116.25,4940700000000,213841,24.67101897,4654380032
2018-06-13,6349.9,108530585830,1063113,1353.5,76,35612546.9429,11854181.0,11854181.0,4940700000000,216868,21.90653344,5052349952
2018-06-14,6675.35,114106009748,907442,1360.6,66,35121339.3988,228739.5,228739.5,4940700000000,212861,37.41423181,5138710016
2018-06-15,6456.58,110378702283,752277,1329.3,56,37577377.119,2845303.5,2845303.5,4940700000000,212268,28.01723114,3955389952
2018-06-16,6550.16,111992015616,785130,1331.1,50,37577377.119,1675779.5,1675779.5,4940700000000,201405,23.19453295,3194170112
2018-06-17,6499.27,111134754810,464916,1331.1,49,40770226.1553,1186490.0,1186490.0,4940700000000,156024,16.44224754,3104019968
2018-06-18,6734.82,115176197712,493966,1331.1,57,38559792.2071,183959.5,183959.5,4940700000000,145697,23.48902029,4039200000
2018-06-19,6769.94,115789919278,642536,1329.2,55,40279018.6112,972921.5,972921.5,4940700000000,194561,17.52291191,4057029888
2018-06-20,6776.55,115916357344,932943,1325.3,55,39122596.1405,3035255.5,3035255.5,5077500000000,192925,83.80865389,3888640000
2018-06-21,6729.74,115129700024,1074776,1321.0,51,39122596.1405,257285.0,257285.0,5077500000000,199443,203.28532024,3529129984
2018-06-22,6083.69,104088814967,610253,1321.3,63,42908653.8316,913655.5,913655.5,5077500000000,200476,73.52012206,5079810048
2018-06-23,6162.48,105449276520,789367,1319.2,55,38112980.7563,395218.5,395218.5,5077500000000,202605,68.9368202,3431360000
2018-06-24,6173.23,105646571668,525368,1319.2,64,40384615.3709,332936.5,332936.5,5077500000000,160094,31.93798474,4566909952
2018-06-25,6249.18,106958465208,492698,1319.2,57,43161057.6776,1850938.0,1850938.0,5077500000000,160889,27.03085817,5500810240
2018-06-26,6093.67,104307939200,932560,1309.6,54,39627403.8327,13999842.5,13999842.5,5077500000000,202384,34.68013653,3279759872
2018-06-27,6157.13,105403600614,1071069,1305.7,52,36850961.5259,15190468.0,15190468.0,5077500000000,189734,32.34384664,3296219904
2018-06-28,5903.44,101072353482,1089062,1300.2,51,30540865.3742,1016334.0,1016334.0,5077500000000,189286,32.15886049,3467800064
2018-06-29,6218.3,106474707240,690595,1303.9,67,39627403.8327,304137.25,304137.25,5077500000000,195903,27.15925646,3966230016
2018-06-30,6404.0,109665618200,747647,1289.9,59,38112980.7563,1405162.5,1405162.5,5077500000000,194781,27.41063627,4543860224
2018-07-01,6385.82,109366024632,975742,1289.9,50,35588942.2956,607040.5,607040.5,5077500000000,177850,23.60409759,4788259840
2018-07-02,6614.18,113288832522,690056,1289.9,72,37103365.372,12312031.0,12312031.0,5077500000000,153590,16.792889600000002,4396930048
2018-07-03,6529.59,111849428104,1017750,1302.4,67,37594816.2563,29446809.0,29446809.0,5363680000000,206843,23.48063765,4672309760
2018-07-04,6597.55,113024522547,1113473,1258.1,66,30929068.6931,1277143.0,1277143.0,5363680000000,217454,27.90259772,4176689920
2018-07-05,6639.14,113748385620,915858,1307.6,67,35728406.9386,400270.5,400270.5,5363680000000,202069,21.54452916,4999240192
2018-07-06,6673.5,114350502582,791188,1304.8,61,36528296.6462,291767.0,291767.0,5363680000000,202644,19.76600519,4313959936
2018-07-07,6856.93,117506606000,682980,1309.0,53,42660784.4043,118151.5,118151.5,5363680000000,200645,21.70281974,3961080064
2018-07-08,6773.88,116097021279,521839,1309.0,57,41594264.7942,435568.25,435568.25,5363680000000,164824,16.56969368,3386210048
2018-07-09,6741.75,115557889495,609901,1309.0,61,42127524.5992,13094215.5,13094215.5,5363680000000,158068,15.64479917,3718129920
2018-07-10,6329.95,108511009626,1063791,1305.1,66,36261666.7437,9156869.0,9156869.0,5363680000000,207113,19.92606527,4052430080
2018-07-11,6394.71,109631867446,971337,1293.3,60,39727855.4765,7129230.0,7129230.0,5363680000000,215582,22.86071401,3644859904
2018-07-12,6228.81,106798864820,1033117,1295.4,65,35995036.8411,44816892.5,44816892.5,5363680000000,201461,20.44250057,3770170112
2018-07-13,6238.05,106968440793,1154370,1289.7,61,37594816.2563,42406709.0,42406709.0,5363680000000,207981,18.63321237,3805400064
2018-07-14,6276.12,107631453835,1118409,1288.2,55,38128076.0613,41312051.0,41312051.0,5363680000000,206501,19.53514153,2923670016
2018-07-15,6359.64,109074579938,1151760,1288.2,53,35461777.0361,7827991.0,7827991.0,5363680000000,175457,15.01264127,3285459968
2018-07-16,6741.75,115638203962,753377,1288.2,64,35461777.0361,1289428.25,1289428.25,5363680000000,158428,15.27821656,4725799936
2018-07-17,7321.04,125588963706,967369,1275.3,82,31995588.3032,9334406.5,9334406.5,5363680000000,213969,23.61292569,5961950208
2018-07-18,7370.78,126458165406,904621,1275.7,94,40931868.4915,20048730.0,20048730.0,5178670000000,232988,24.94209666,6103410176
2018-07-19,7466.86,128122730711,1044845,1271.1,79,44793365.518999994,6499855.0,6499855.0,5178670000000,233423,31.82668475,5111629824
2018-07-20,7354.13,126202570251,715650,1277.5,73,44021066.1135,3462566.0,3462566.0,5178670000000,225209,28.82741906,4936869888
2018-07-21,7419.29,127333468174,819078,1271.4,65,39644702.8157,768564.5,768564.5,5178670000000,226624,23.08779797,3726609920
2018-07-22,7418.49,127336615249,719471,1271.4,63,35268339.5178,524517.5,524517.5,5178670000000,187115,17.37819099,3695460096
2018-07-23,7711.11,132375368459,452567,1271.4,77,46852830.6003,318743.0,318743.0,5178670000000,167677,14.77231882,5132480000
2018-07-24,8424.27,144634918474,903410,1271.5,100,42733900.4377,266018.0,266018.0,5178670000000,229267,26.12072165,7277689856
