training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.55,0.72,0.69,0.35,0.47,0.7,or($MempoolCount_bin5 $MempoolSize_bin1 $MinningDifficulty_bin4) 
0.55,0.73,0.7,0.25,0.4,0.63,and(or($MempoolCount_bin5 $MempoolSize_bin1 $MinningDifficulty_bin4) !$TransactionPerDay_bin8) 
0.55,0.73,0.7,0.35,0.47,0.7,or(and(or($MempoolSize_bin1 $MinningDifficulty_bin4) !$TransactionPerDay_bin8) $MempoolCount_bin5) 
0.54,0.72,0.7,0.35,0.47,0.7,or(and(!$MarketCap_bin2 $MempoolSize_bin1) $MempoolCount_bin5 $MinningDifficulty_bin4) 
0.52,0.72,0.71,0.35,0.47,0.7,and(or($MempoolCount_bin5 $MempoolSize_bin1 $MinningDifficulty_bin4) !$MinningDifficulty_bin2) 
0.52,0.72,0.71,0.35,0.47,0.7,or(and(or($MempoolSize_bin1 $MinningDifficulty_bin4) !$MarketCap_bin2) $MempoolCount_bin5) 
0.57,0.73,0.71,0.35,0.47,0.7,or(and(or($MempoolSize_bin1 $MinningDifficulty_bin4 $TransactionVolume_USD_bin5) !$MarketCap_bin2) $MempoolCount_bin5) 
0.58,0.73,0.7,0.35,0.47,0.7,or(and(or($MempoolSize_bin1 $TransactionVolume_USD_bin5) !$MarketCap_bin2) $MempoolCount_bin5 $MinningDifficulty_bin4) 
0.48,0.69,0.65,0.0,0.33,-1.0,or($MinningDifficulty_bin4 $TransactionVolume_USD_bin5) 
0.54,0.73,0.73,0.0,0.27,0.0,or(and(or(!$MempoolCount_bin1 $TransactionPerDay_bin5) $MempoolSize_bin1) and(!$TransactionPerDay_bin8 $TransactionVolume_USD_bin5) $MinningDifficulty_bin4) 
