training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.4,0.6,0.76,0.54,0.53,0.88,and(or(and(!$TransactionPerDay_bin4 !$TransactionPerDay_bin6 $TransactionFee_bin1 !$TransactionVolume_USD_bin3) $TransactionPerDay_bin2) !$MinningDifficulty_bin2) 
0.44,0.62,0.78,0.54,0.53,0.88,and(or(and($TransactionPerDay_bin1 $TransactionVolume_USD_bin1) and(!$TransactionPerDay_bin4 !$TransactionPerDay_bin6 $TransactionFee_bin1 !$TransactionVolume_USD_bin3) $TransactionPerDay_bin2) !$MinningDifficulty_bin2) 
0.46,0.6,0.71,0.65,0.6,0.85,and(or(and($TransactionFee_bin1 !$TransactionVolume_USD_bin3) $TransactionVolume_USD_bin1) !$MinningDifficulty_bin2 !$TransactionPerDay_bin4) 
0.45,0.6,0.73,0.65,0.6,0.85,and(or(and($BlockSize_bin2 !$GTrends_bin0) and(!$TransactionPerDay_bin4 $TransactionFee_bin1 !$TransactionVolume_USD_bin3)) !$MinningDifficulty_bin2) 
0.43,0.58,0.71,0.54,0.53,0.88,or(and(!$TransactionPerDay_bin4 !$TransactionPerDay_bin6 $TransactionFee_bin1 !$TransactionVolume_USD_bin3) $TransactionPerDay_bin2) 
0.4,0.6,0.76,0.54,0.53,0.88,and(or(and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin6 $TransactionFee_bin1 !$TransactionVolume_USD_bin3) $TransactionPerDay_bin2) !$MinningDifficulty_bin2) 
0.49,0.6,0.71,0.96,0.87,0.89,and(or(!$MinningDifficulty_bin0 $TransactionPerDay_bin8) or($TransactionPerDay_bin2 $TransactionFee_bin1) !$MinningDifficulty_bin2) 
0.52,0.6,0.68,0.65,0.6,0.85,or(and(!$TransactionPerDay_bin4 $TransactionFee_bin1 !$TransactionVolume_USD_bin3) $BlockSize_bin2) 
0.46,0.59,0.7,0.38,0.4,0.83,or(and(!$TransactionPerDay_bin4 $TransactionFee_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin6) $BlockSize_bin2) 
0.44,0.62,0.78,0.54,0.53,0.88,and(or(and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin6 $TransactionFee_bin1 !$TransactionVolume_USD_bin3) and($TransactionPerDay_bin1 $TransactionVolume_USD_bin1) $TransactionPerDay_bin2) !$MinningDifficulty_bin2) 
