training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.53,0.64,1.0,0.3,0.67,0.5,or($TransactionFee_bin2 $TransactionVolume_USD_bin0) 
0.84,0.8,0.89,0.7,0.47,0.35,and(!$TransactionFee_bin3 !$TransactionFee_bin6) 
0.79,0.76,0.88,0.6,0.37,0.29,and(!$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.68,0.68,0.87,0.8,0.4,0.33,and(!$TransactionFee_bin1 !$TransactionVolume_USD_bin5) 
0.68,0.68,0.87,0.7,0.37,0.3,and(!$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) 
0.84,0.72,0.8,1.0,0.47,0.38,!$TransactionFee_bin6 
0.79,0.68,0.79,1.0,0.4,0.36,!$TransactionFee_bin1 
0.79,0.68,0.79,0.9,0.33,0.32,!$TransactionVolume_USD_bin6 
0.84,0.72,0.8,0.7,0.5,0.37,and(!$TransactionFee_bin3 !$TransactionVolume_USD_bin4) 
0.84,0.72,0.8,0.6,0.33,0.27,and(!$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin5) 
