training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
1.0,0.79,0.38,0.7,0.5,0.61,and(or(!$TransactionFee_bin0 !$TransactionVolume_USD_bin1) !$MempoolCount_bin8 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9) 
1.0,0.79,0.38,0.7,0.5,0.61,and(or(!$TransactionFee_bin0 !$TransactionVolume_USD_bin1) !$MempoolSize_bin8 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9) 
1.0,0.79,0.38,0.7,0.5,0.61,and(or(!$TransactionFee_bin0 !$TransactionVolume_USD_bin1) !$MempoolCount_bin8 !$MempoolSize_bin8 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9) 
1.0,0.79,0.38,0.65,0.57,0.68,and(or(!$TransactionFee_bin0 !$TransactionVolume_USD_bin1) !$MempoolSize_bin5 !$MempoolSize_bin8 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9) 
1.0,0.75,0.33,0.7,0.53,0.64,and(!$MempoolSize_bin7 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin1) 
1.0,0.71,0.3,1.0,0.67,0.67,and(!$MempoolSize_bin7 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9) 
1.0,0.75,0.33,0.25,0.23,0.38,and(!$MempoolSize_bin7 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) 
1.0,0.75,0.33,1.0,0.7,0.69,and(or($TransactionFee_bin0 !$TransactionVolume_USD_bin1) !$MempoolSize_bin7 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9) 
1.0,0.71,0.3,0.9,0.7,0.72,and(!$MempoolSize_bin5 !$MempoolSize_bin7 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9) 
1.0,0.71,0.3,0.1,0.27,0.33,and(!$MempoolSize_bin7 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9 !$TransactionFee_bin0) 
