training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.54,0.73,1.0,0.73,0.4,0.35,and(!$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin3) 
0.46,0.68,1.0,0.45,0.5,0.36,and(!$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) 
0.54,0.68,0.88,0.73,0.53,0.42,and(!$TransactionFee_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.54,0.68,0.88,0.64,0.4,0.33,and(!$TransactionFee_bin6 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) 
0.54,0.68,0.88,0.64,0.37,0.32,and(or($TransactionFee_bin0 !$TransactionVolume_USD_bin4) !$TransactionFee_bin6 !$TransactionVolume_USD_bin3) 
0.54,0.68,0.88,0.82,0.47,0.39,and(or($TransactionFee_bin1 !$TransactionVolume_USD_bin4) !$TransactionFee_bin6 !$TransactionVolume_USD_bin3) 
0.54,0.68,0.88,0.73,0.53,0.42,and(or($TransactionFee_bin4 !$TransactionVolume_USD_bin1) !$TransactionFee_bin6 !$TransactionVolume_USD_bin3) 
0.77,0.77,0.83,0.91,0.43,0.38,or(and(!$TransactionFee_bin6 !$TransactionVolume_USD_bin3) $TransactionFee_bin2) 
0.62,0.68,0.8,0.91,0.43,0.38,and(!$TransactionFee_bin6 !$TransactionVolume_USD_bin3) 
0.69,0.73,0.82,0.91,0.43,0.38,or(and(!$TransactionFee_bin6 !$TransactionVolume_USD_bin3) $TransactionVolume_USD_bin1) 
