training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.47,0.67,1.0,0.09,0.27,0.67,and(or($BlockSize_bin0 $GTrends_bin1) !$TransactionPerDay_bin7 !$TransactionFee_bin1 !$TransactionVolume_USD_bin3) 
0.8,0.83,0.92,0.26,0.4,0.86,and(!$BlockSize_bin2 !$TransactionPerDay_bin7 !$TransactionFee_bin1 !$TransactionVolume_USD_bin3) 
0.53,0.67,0.89,0.22,0.37,0.83,and(!$BlockSize_bin2 !$TransactionPerDay_bin7 !$TransactionFee_bin1 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.67,0.71,0.83,0.3,0.43,0.88,and(!$TransactionFee_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin3) 
0.87,0.79,0.81,0.39,0.5,0.9,and(!$TransactionFee_bin1 !$TransactionVolume_USD_bin3) 
0.73,0.75,0.85,0.39,0.5,0.9,or(and(!$TransactionFee_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin3) $MempoolCount_bin0) 
0.73,0.75,0.85,0.39,0.5,0.9,or(and(!$TransactionFee_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin3) $TransactionVolume_USD_bin0) 
0.93,0.83,0.82,0.48,0.57,0.92,or(and(!$TransactionFee_bin1 !$TransactionVolume_USD_bin3) $TransactionVolume_USD_bin0) 
0.6,0.67,0.82,0.26,0.4,0.86,and(!$TransactionFee_bin1 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin3) 
0.6,0.67,0.82,0.26,0.4,0.86,and(!$TransactionFee_bin1 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
