training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.65,0.75,0.55,0.6,0.46,and(or($BlockSize_bin1 $MempoolCount_bin5 $TransactionFee_bin3) !$MinningDifficulty_bin2) 
0.45,0.65,0.75,0.55,0.6,0.46,or(and(or($MempoolCount_bin5 $TransactionFee_bin3) !$MinningDifficulty_bin2) $BlockSize_bin1) 
0.46,0.66,0.75,0.55,0.6,0.46,or(and(or($BlockSize_bin1 $MempoolCount_bin5 $TransactionFee_bin3) !$MinningDifficulty_bin2) $MempoolCount_bin5) 
0.46,0.66,0.75,0.55,0.4,0.32,or(and(or($TransactionFee_bin0 $TransactionFee_bin3) !$MempoolCount_bin1 !$MinningDifficulty_bin2) $BlockSize_bin1) 
0.46,0.66,0.75,0.55,0.4,0.32,or(and(or($TransactionFee_bin0 $TransactionFee_bin3) !$MempoolSize_bin1 !$MinningDifficulty_bin2) $BlockSize_bin1) 
0.46,0.66,0.75,0.55,0.3,0.27,or(and(or($TransactionFee_bin0 $TransactionFee_bin3) !$MinningDifficulty_bin2 !$MinningDifficulty_bin4) $BlockSize_bin1) 
0.49,0.67,0.75,0.82,0.37,0.35,or(and(or($BlockSize_bin1 $MempoolCount_bin5 $TransactionFee_bin3) !$MinningDifficulty_bin2) $MinningDifficulty_bin8) 
0.56,0.69,0.74,0.55,0.6,0.46,or(and(or($BlockSize_bin1 $MempoolCount_bin5 $TransactionFee_bin3) !$MinningDifficulty_bin2) $BlockSize_bin8) 
0.46,0.65,0.74,0.55,0.37,0.3,or(and(or(and(!$MempoolSize_bin1 $TransactionFee_bin0) $TransactionFee_bin3) !$MinningDifficulty_bin2) $BlockSize_bin1) 
0.47,0.66,0.76,0.55,0.6,0.46,or(and(or($BlockSize_bin1 $MempoolCount_bin5 $TransactionFee_bin3) !$MinningDifficulty_bin2) and($MempoolSize_bin4 $TransactionVolume_USD_bin3)) 
