training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.61,0.68,1.0,0.95,0.63,0.66,!$TransactionFee_bin0 
0.61,0.68,1.0,0.45,0.37,0.53,and(!$TransactionFee_bin0 !$TransactionFee_bin3) 
0.61,0.68,1.0,0.75,0.5,0.6,and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin1) 
0.56,0.64,1.0,0.9,0.67,0.69,and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin4) 
0.61,0.68,1.0,0.95,0.63,0.66,or($TransactionPerDay_bin7 !$TransactionFee_bin0) 
0.67,0.68,0.92,0.95,0.63,0.66,or(!$TransactionFee_bin0 $TransactionVolume_USD_bin4) 
0.33,0.41,0.86,0.1,0.4,1.0,$TransactionVolume_USD_bin0 
0.33,0.41,0.86,0.1,0.4,1.0,and(!$TransactionPerDay_bin7 $TransactionVolume_USD_bin0) 
0.33,0.41,0.86,0.1,0.4,1.0,and($TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4) 
0.33,0.41,0.86,0.1,0.4,1.0,and($TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin6) 
