training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.55,0.68,1.0,0.79,0.57,0.63,and(!$TransactionPerDay_bin8 !$TransactionFee_bin0 !$TransactionFee_bin1) 
0.55,0.68,1.0,0.84,0.7,0.73,and(!$TransactionFee_bin0 !$TransactionFee_bin1 !$TransactionFee_bin4) 
0.5,0.64,1.0,0.37,0.5,0.7,and(or($TransactionFee_bin3 $TransactionVolume_USD_bin0) !$TransactionFee_bin0 !$TransactionFee_bin1) 
0.55,0.68,1.0,0.84,0.7,0.73,and(or(!$TransactionFee_bin4 $TransactionFee_bin5) !$TransactionFee_bin0 !$TransactionFee_bin1) 
0.6,0.68,0.92,0.95,0.63,0.64,and(!$TransactionFee_bin0 !$TransactionFee_bin1) 
0.4,0.57,1.0,0.42,0.5,0.67,and(or($TransactionPerDay_bin7 !$TransactionVolume_USD_bin1) !$TransactionFee_bin0 !$TransactionFee_bin1) 
0.6,0.68,0.92,0.63,0.5,0.6,and(!$TransactionFee_bin0 !$TransactionFee_bin1 !$TransactionFee_bin5) 
0.6,0.68,0.92,0.68,0.57,0.65,and(!$TransactionFee_bin0 !$TransactionFee_bin1 !$TransactionFee_bin6) 
0.6,0.68,0.92,0.95,0.63,0.64,and(or(!$TransactionFee_bin0 $TransactionFee_bin3) !$TransactionFee_bin1) 
0.6,0.68,0.92,0.95,0.63,0.64,or(and(!$TransactionFee_bin0 !$TransactionFee_bin1) $TransactionPerDay_bin7) 
