training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.52,0.57,1.0,0.57,0.6,0.31,$TransactionVolume_USD_bin0 
0.52,0.57,1.0,0.57,0.6,0.31,!$TransactionVolume_USD_bin1 
0.38,0.43,1.0,0.57,0.63,0.33,and(!$TransactionPerDay_bin1 $TransactionVolume_USD_bin0) 
0.43,0.48,1.0,0.57,0.63,0.33,and(!$TransactionPerDay_bin2 $TransactionVolume_USD_bin0) 
0.48,0.52,1.0,0.57,0.63,0.33,and(!$TransactionPerDay_bin7 $TransactionVolume_USD_bin0) 
0.52,0.57,1.0,0.57,0.63,0.33,and(!$TransactionPerDay_bin9 !$TransactionVolume_USD_bin1) 
0.43,0.48,1.0,0.29,0.73,0.4,and(!$TransactionFee_bin1 !$TransactionVolume_USD_bin1) 
0.57,0.61,1.0,0.57,0.57,0.29,or($TransactionPerDay_bin1 !$TransactionVolume_USD_bin1) 
0.57,0.61,1.0,0.71,0.63,0.36,or($TransactionPerDay_bin2 $TransactionVolume_USD_bin0) 
0.57,0.61,1.0,0.71,0.63,0.36,or($TransactionPerDay_bin2 !$TransactionVolume_USD_bin1) 
