training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.47,0.64,1.0,0.62,0.5,0.44,and(or(and(or($BlockSize_bin9 $TransactionPerDay_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin4) $TransactionPerDay_bin5 $TransactionPerDay_bin8) or(!$BlockSize_bin9 !$MempoolCount_bin5)) 
0.47,0.64,1.0,0.62,0.5,0.44,and(or(and(or($TransactionPerDay_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin4) $BlockSize_bin9 $TransactionPerDay_bin5 $TransactionPerDay_bin8) or(!$BlockSize_bin9 !$MempoolCount_bin5)) 
0.47,0.64,1.0,0.54,0.47,0.41,and(or(and(or($BlockSize_bin9 $TransactionPerDay_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin4) and($TransactionPerDay_bin2 $TransactionPerDay_bin5)) or(!$BlockSize_bin9 !$MempoolCount_bin5)) 
0.47,0.64,1.0,0.54,0.47,0.41,and(or(and(or($TransactionPerDay_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin4) and($TransactionPerDay_bin2 $TransactionPerDay_bin5) $BlockSize_bin9) or(!$BlockSize_bin9 !$MempoolCount_bin5)) 
0.42,0.57,0.89,0.54,0.47,0.41,and(or($TransactionPerDay_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin4) 
0.47,0.64,1.0,0.54,0.47,0.41,and(or(and(or($BlockSize_bin9 $TransactionPerDay_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin4) and($TransactionPerDay_bin2 $TransactionPerDay_bin5) $BlockSize_bin9) or(!$BlockSize_bin9 !$MempoolCount_bin5)) 
0.47,0.61,0.9,0.54,0.47,0.41,and(or($TransactionPerDay_bin5 $TransactionPerDay_bin7 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin4) 
0.47,0.61,0.9,0.54,0.47,0.41,or(and(or($TransactionPerDay_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin4) $TransactionPerDay_bin7) 
0.58,0.68,0.92,0.54,0.43,0.39,or(and(or($TransactionPerDay_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin4) and($TransactionPerDay_bin2 !$TransactionFee_bin1)) 
0.58,0.68,0.92,0.54,0.43,0.39,and(or(and(or($TransactionPerDay_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin4) $TransactionPerDay_bin2) or(!$BlockSize_bin9 !$MempoolCount_bin5)) 
